item_id,value,quality,timestamp,Time
V1-IO/DO1_TMP_PV.CV,-18.968229293823242,262336,1745133526.0,2025-04-20 07:18:46
V1-IO/DO1_TMP_PV.CV,-18.968229293823242,262336,1745164646.0,2025-04-20 15:57:26
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744537442.0,2025-04-13 09:44:02
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744568098.0,2025-04-13 18:14:58
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744568108.0,2025-04-13 18:15:08
V1-IO/PH1_MV_PV.CV,0.0,262144,1744619980.0,2025-04-14 08:39:40
V1-IO/PH1_MV_PV.CV,0.0,262144,1744620150.0,2025-04-14 08:42:30
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744620160.0,2025-04-14 08:42:40
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744674114.0,2025-04-14 23:41:54
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744674124.0,2025-04-14 23:42:04
V1-IO/PH1_MV_PV.CV,0.0,262144,1744700898.0,2025-04-15 07:08:18
V1-IO/PH1_MV_PV.CV,0.0,262144,1744701258.0,2025-04-15 07:14:18
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744701268.0,2025-04-15 07:14:28
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744756659.0,2025-04-15 22:37:39
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744756669.0,2025-04-15 22:37:49
V1-IO/PH1_MV_PV.CV,0.0,262144,1744814607.0,2025-04-16 14:43:27
V1-IO/PH1_MV_PV.CV,0.0,262144,1744816755.0,2025-04-16 15:19:15
V1-IO/PH1_MV_PV.CV,0.0,2097152,1744816765.0,2025-04-16 15:19:25
V1-IO/PH1_MV_PV.CV,0.0,262144,1744881885.0,2025-04-17 09:24:45
V1-IO/PH1_MV_PV.CV,0.0,262144,1744882085.0,2025-04-17 09:28:05
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744882095.0,2025-04-17 09:28:15
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744920688.0,2025-04-17 20:11:28
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744920698.0,2025-04-17 20:11:38
V1-IO/PH1_MV_PV.CV,0.0,262144,1744957845.0,2025-04-18 06:30:45
V1-IO/PH1_MV_PV.CV,0.0,262144,1744958035.0,2025-04-18 06:33:55
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744958045.0,2025-04-18 06:34:05
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744962047.0,2025-04-18 07:40:47
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744962057.0,2025-04-18 07:40:57
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744962088.0,2025-04-18 07:41:28
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744962190.0,2025-04-18 07:43:10
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744962200.0,2025-04-18 07:43:20
V1-IO/PH1_MV_PV.CV,0.0,262144,1745069500.0,2025-04-19 13:31:40
V1-IO/PH1_MV_PV.CV,0.0,262144,1745069770.0,2025-04-19 13:36:10
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745069780.0,2025-04-19 13:36:20
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745101192.0,2025-04-19 22:19:52
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1745101202.0,2025-04-19 22:20:02
V1-IO/PH1_MV_PV.CV,0.0,262144,1745133315.0,2025-04-20 07:15:15
V1-IO/PH1_MV_PV.CV,0.0,262144,1745133516.0,2025-04-20 07:18:36
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745133526.0,2025-04-20 07:18:46
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745164646.0,2025-04-20 15:57:26
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744537442.0,2025-04-13 09:44:02
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744568098.0,2025-04-13 18:14:58
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744568108.0,2025-04-13 18:15:08
V1-IO/PH1_MV_PV.CV,0.0,262144,1744619980.0,2025-04-14 08:39:40
V1-IO/PH1_MV_PV.CV,0.0,262144,1744620150.0,2025-04-14 08:42:30
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744620160.0,2025-04-14 08:42:40
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744674114.0,2025-04-14 23:41:54
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744674124.0,2025-04-14 23:42:04
V1-IO/PH1_MV_PV.CV,0.0,262144,1744700898.0,2025-04-15 07:08:18
V1-IO/PH1_MV_PV.CV,0.0,262144,1744701258.0,2025-04-15 07:14:18
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744701268.0,2025-04-15 07:14:28
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744756659.0,2025-04-15 22:37:39
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744756669.0,2025-04-15 22:37:49
V1-IO/PH1_MV_PV.CV,0.0,262144,1744814607.0,2025-04-16 14:43:27
V1-IO/PH1_MV_PV.CV,0.0,262144,1744816755.0,2025-04-16 15:19:15
V1-IO/PH1_MV_PV.CV,0.0,2097152,1744816765.0,2025-04-16 15:19:25
V1-IO/PH1_MV_PV.CV,0.0,262144,1744881885.0,2025-04-17 09:24:45
V1-IO/PH1_MV_PV.CV,0.0,262144,1744882085.0,2025-04-17 09:28:05
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744882095.0,2025-04-17 09:28:15
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744920688.0,2025-04-17 20:11:28
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744920698.0,2025-04-17 20:11:38
V1-IO/PH1_MV_PV.CV,0.0,262144,1744957845.0,2025-04-18 06:30:45
V1-IO/PH1_MV_PV.CV,0.0,262144,1744958035.0,2025-04-18 06:33:55
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744958045.0,2025-04-18 06:34:05
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744962047.0,2025-04-18 07:40:47
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744962057.0,2025-04-18 07:40:57
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744962088.0,2025-04-18 07:41:28
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1744962190.0,2025-04-18 07:43:10
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1744962200.0,2025-04-18 07:43:20
V1-IO/PH1_MV_PV.CV,0.0,262144,1745069500.0,2025-04-19 13:31:40
V1-IO/PH1_MV_PV.CV,0.0,262144,1745069770.0,2025-04-19 13:36:10
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745069780.0,2025-04-19 13:36:20
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745101192.0,2025-04-19 22:19:52
V1-IO/PH1_MV_PV.CV,-18.968229293823242,2097152,1745101202.0,2025-04-19 22:20:02
V1-IO/PH1_MV_PV.CV,0.0,262144,1745133315.0,2025-04-20 07:15:15
V1-IO/PH1_MV_PV.CV,0.0,262144,1745133516.0,2025-04-20 07:18:36
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745133526.0,2025-04-20 07:18:46
V1-IO/PH1_MV_PV.CV,-18.968229293823242,262336,1745164646.0,2025-04-20 15:57:26
